C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_56_887.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_56_887.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_56_887.jpg,0,0,0,0.0002245496
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_56_959.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_56_959.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_56_959.jpg,0,0,0,4.49774E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_036.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_036.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_036.jpg,0,0,0,3.807116E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_112.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_112.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_112.jpg,0,0,0,3.6577E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_189.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_189.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_189.jpg,0,0,0,2.164275E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_266.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_266.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_266.jpg,0,0,0,7.65167E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_341.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_341.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_341.jpg,0,0,0,8.439676E-05
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_417.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_417.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_417.jpg,0,0,0,0.0001057203
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_492.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_492.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_492.jpg,0,0,0,0.0001269779
C:\Users\soumik samanta\Desktop\car_data2\IMG\center_2019_12_21_00_22_57_569.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\left_2019_12_21_00_22_57_569.jpg,C:\Users\soumik samanta\Desktop\car_data2\IMG\right_2019_12_21_00_22_57_569.jpg,0,0,0,0.0001273113
